list	part	item_id	condition	type	type_id	target_gender	gender_match	orig_item_number	case	animacy	R1	R2	R3	R4	R5	R6	text	question	response_true	response_distractors
3	adjectives	4	d	stim_adj	1	M	Mis	0	0	Inanim	У бабушки	старая	пылесос	уже год	плохо	работает	Emma Kealey did an awesome job with this!	Хорошо ли работает у бабушки техника? 	нет	да
